timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,cadence,fractional_cadence
1039130406,587912818,-1466342533,217.75,388.4,3.06,127,86,0
1039130407,587912878,-1466342034,220.83,388.4,3.06,127,86,0
1039130408,587912893,-1466341723,222.73,388.4,3.051,128,86,0
1039130409,587912871,-1466341611,223.39,388.4,3.051,128,86,0
1039130410,587912727,-1466341805,224.41,388.4,2.939,128,85,0.5
1039130411,587912591,-1466342157,226.66,388.20000000000005,2.519,128,84,0.5
1039130412,587912511,-1466342565,229.16,388.20000000000005,2.547,129,83,0.5
1039130413,587912449,-1466343033,232.06,388,2.547,128,82,0.5
1039130414,587912391,-1466343510,235.02,388,2.771,129,82,0.5
1039130415,587912329,-1466344007,238.11,388,2.921,129,83,0.5
1039130416,587912196,-1466344462,241.15,388,2.986,129,84,0.5
1039130417,587912168,-1466344913,243.89,388,3.014,130,85,0
1039130418,587912127,-1466345304,246.28,388,3.014,130,85,0
1039130419,587912094,-1466345764,249.08,388,2.967,131,85,0
1039130420,587912030,-1466346266,252.19,388,2.902,132,85,0
1039130421,587912009,-1466346756,255.19,388,2.902,133,85,0
1039130422,587912058,-1466347229,258.09,388,3.004,135,85,0
1039130423,587912068,-1466347629,260.52,388,2.995,139,85,0
1039130424,587912003,-1466348113,263.54,388,2.883,139,86,0
1039130425,587911975,-1466348473,265.75,388,2.883,141,86,0
1039130426,587911957,-1466348966,268.72,388,2.799,142,86,0
1039130427,587911847,-1466349419,271.64,388,2.799,143,86,0
1039130428,587911746,-1466349635,273.25,388,2.781,143,85,0.5
1039130429,587911657,-1466349923,274.57,388,2.725,144,85,0.5
1039130430,587911613,-1466350037,274.57,388,2.585,145,84,0.5
1039130431,587911670,-1466350049,274.76,388,2.398,145,83,0.5
1039130432,587911809,-1466349740,277.05,388,2.379,146,82,0.5
1039130433,587911858,-1466349241,280.12,388,2.379,146,81,0.5
1039130434,587911906,-1466348701,283.44,388,2.379,147,81,0
1039130435,587911826,-1466348186,286.66,388,2.986,148,81,0
1039130436,587911785,-1466347731,289.44,387.79999999999995,2.986,149,81,0.5
1039130437,587911778,-1466347239,292.4,388.4,2.986,150,83,0.5
1039130438,587911815,-1466346785,295.12,388,2.902,150,84,0.5
1039130439,587911800,-1466346340,297.8,388,2.79,151,85,0
1039130440,587911767,-1466345832,300.91,387.6,2.79,151,86,0
1039130441,587911689,-1466345256,304.5,387.4,2.855,152,86,0
1039130442,587911642,-1466344844,307.04,387.4,2.855,152,86,0
1039130443,587911660,-1466344310,310.25,387.20000000000005,2.967,153,87,0
1039130444,587911647,-1466343740,313.72,387.20000000000005,2.967,153,87,0
1039130445,587911626,-1466343155,317.26,387.20000000000005,2.967,154,86,0
1039130446,587911629,-1466342629,320.39,387.4,3.032,154,85,0
1039130447,587911579,-1466342181,323.16,387.6,3.116,155,85,0
1039130448,587911550,-1466341867,325.06,387.6,3.079,156,86,0
1039130449,587911478,-1466341811,325.72,387.6,3.079,156,86,0.5
1039130450,587911572,-1466341971,326.71,387.79999999999995,2.081,156,86,0.5
1039130451,587911633,-1466342235,328.28,388.20000000000005,2.081,156,84,0.5
1039130452,587911717,-1466342547,330.18,388,2.081,157,81,0.5
1039130453,587911823,-1466342894,332.18,387.20000000000005,2.249,157,81,0.5
1039130454,587911801,-1466343243,334.31,387.20000000000005,2.305,157,81,0.5
1039130455,587911804,-1466343754,337.37,387.20000000000005,2.398,157,83,0.5
1039130456,587911776,-1466344120,339.6,387.20000000000005,2.594,157,84,0.5
1039130457,587911689,-1466344572,342.47,387.4,2.594,158,84,0.5
1039130458,587911688,-1466344971,344.84,387.4,2.594,156,84,0.5
1039130459,587911804,-1466345293,346.88,387.79999999999995,2.594,155,84,0.5
1039130460,587911854,-1466345590,348.58,387.79999999999995,2.463,155,84,0.5
1039130461,587911849,-1466345931,350.62,387.79999999999995,2.342,154,84,0.5
1039130462,587911888,-1466346227,352.41,388,2.342,154,85,0
1039130463,587911958,-1466346586,354.69,388,2.305,154,85,0
1039130464,587912012,-1466347003,357.28,388.20000000000005,2.314,154,85,0.5
1039130465,587912054,-1466347505,360.37,388.4,2.351,158,85,0.5
1039130466,587912035,-1466348001,363.37,388,2.351,158,85,0.5
1039130467,587912037,-1466348519,366.52,387.79999999999995,2.398,159,84,0.5
1039130468,587911994,-1466349058,369.8,387.4,2.445,160,83,0.5
1039130469,587911936,-1466349700,373.75,388,2.473,161,83,0.5
1039130470,587911949,-1466350086,376.09,388,2.473,162,83,0.5
1039130471,587911875,-1466350256,376.09,387.4,2.473,162,83,0.5
1039130472,587911835,-1466350152,376.76,387,2.258,160,83,0.5
1039130473,587911872,-1466349955,377.97,386.79999999999995,2.258,159,83,0.5
1039130474,587911904,-1466349683,379.64,387.4,2.202,159,83,0.5
1039130475,587911932,-1466349311,381.92,387.20000000000005,2.202,159,81,0.5
1039130476,587911965,-1466348836,384.83,387,2.202,158,81,0.5
1039130477,587911941,-1466348436,387.27,388,2.221,157,82,0.5
1039130478,587911925,-1466347979,390.06,387.79999999999995,2.249,157,83,0.5
1039130479,587911938,-1466347539,392.7,387.79999999999995,2.258,158,84,0.5
