time,accl
2022/11/27 16:53:07.218,0.952835
2022/11/27 16:53:07.319,0.954346
2022/11/27 16:53:07.419,0.953033
2022/11/27 16:53:07.519,0.951416
2022/11/27 16:53:07.620,0.950394
2022/11/27 16:53:07.720,0.921555
2022/11/27 16:53:07.820,0.922394
2022/11/27 16:53:07.920,0.957687
2022/11/27 16:53:08.021,1.053833
2022/11/27 16:53:08.121,1.044037
2022/11/27 16:53:08.222,1.079376
2022/11/27 16:53:08.322,1.139053
2022/11/27 16:53:08.422,0.810883
2022/11/27 16:53:08.523,1.003067
2022/11/27 16:53:08.623,1.065002
2022/11/27 16:53:08.723,1.195724
2022/11/27 16:53:08.824,0.998611
2022/11/27 16:53:08.924,0.771591
2022/11/27 16:53:09.024,0.732010
2022/11/27 16:53:09.124,0.763672
2022/11/27 16:53:09.225,0.903549
2022/11/27 16:53:09.328,0.889404
2022/11/27 16:53:09.426,1.041351
2022/11/27 16:53:09.530,0.969391
2022/11/27 16:53:09.626,0.968628
2022/11/27 16:53:09.727,0.961502
2022/11/27 16:53:09.827,0.978256
2022/11/27 16:53:09.931,0.984436
2022/11/27 16:53:10.027,0.975555
2022/11/27 16:53:10.128,0.991791
2022/11/27 16:53:10.228,1.036591
2022/11/27 16:53:10.328,1.191071
2022/11/27 16:53:10.429,0.745972
2022/11/27 16:53:10.529,0.911652
2022/11/27 16:53:10.629,1.131485
2022/11/27 16:53:10.730,1.136597
2022/11/27 16:53:10.830,1.013626
2022/11/27 16:53:10.930,0.862061
2022/11/27 16:53:11.031,0.941132
2022/11/27 16:53:11.131,1.056671
2022/11/27 16:53:11.231,0.708542
2022/11/27 16:53:11.331,0.952103
2022/11/27 16:53:11.435,0.952209
2022/11/27 16:53:11.532,0.943832
2022/11/27 16:53:11.632,0.968185
2022/11/27 16:53:11.733,0.969406
2022/11/27 16:53:11.833,0.944550
2022/11/27 16:53:11.933,0.946075
2022/11/27 16:53:12.034,0.967773
2022/11/27 16:53:12.134,1.166260
2022/11/27 16:53:12.234,1.218323
