timestamp,distance,speed,heart_rate,cadence,fractional_cadence
1038948769,71.06,3.434,138,83,0.5
1038948770,74.52,3.48,139,83,0.5
1038948771,77.98,3.462,141,84,0.5
1038948772,81.45,3.462,141,84,0.5
1038948773,84.88,3.434,142,84,0.5
1038948774,88.31,3.434,143,84,0.5
1038948775,91.74,3.424,143,84,0.5
1038948776,95.09,3.34,144,84,0.5
1038948777,98.38,3.294,144,83,0.5
1038948778,101.69,3.322,144,83,0.5
1038948779,105.03,3.34,144,82,0.5
1038948780,108.37,3.34,144,82,0.5
1038948781,111.64,3.256,145,82,0.5
1038948782,114.92,3.294,145,82,0.5
1038948783,118.28,3.359,145,82,0.5
1038948784,121.69,3.406,145,82,0.5
1038948785,125.1,3.415,145,82,0.5
1038948786,128.52,3.415,145,82,0.5
1038948787,131.96,3.443,145,82,0.5
1038948788,135.42,3.462,146,82,0.5
1038948789,138.86,3.434,146,83,0.5
1038948790,142.15,3.294,146,83,0.5
1038948791,145.3,3.135,146,83,0.5
1038948792,148.38,3.088,146,83,0.5
1038948793,151.51,3.135,146,83,0.5
1038948794,154.68,3.163,147,82,0.5
1038948795,157.79,3.116,147,82,0.5
1038948796,160.91,3.116,147,82,0.5
1038948797,164.04,3.135,147,82,0.5
1038948798,167.27,3.219,147,82,0.5
1038948799,170.48,3.219,147,82,0.5
1038948800,173.84,3.359,147,83,0.5
1038948801,177.22,3.368,147,83,0.5
1038948802,180.6,3.396,147,83,0.5
1038948803,184.07,3.471,147,83,0.5
1038948804,187.57,3.499,147,83,0.5
1038948805,190.97,3.396,148,83,0.5
1038948806,194.28,3.312,148,83,0.5
1038948807,197.55,3.256,148,83,0.5
1038948808,200.97,3.415,148,83,0.5
1038948809,204.37,3.415,149,83,0.5
1038948810,207.9,3.536,149,83,0.5
1038948811,211.47,3.555,149,83,0.5
1038948812,215.01,3.555,150,83,0.5
1038948813,218.59,3.574,150,83,0.5
1038948814,222.17,3.583,150,82,0.5
1038948815,225.77,3.592,150,82,0.5
1038948816,229.36,3.592,151,82,0.5
1038948817,232.94,3.574,151,83,0.5
1038948818,236.49,3.564,152,83,0.5
1038948819,240.06,3.564,152,83,0.5
1038948820,243.64,3.564,152,82,0.5
1038948821,247.18,3.555,153,82,0.5
1038948822,250.73,3.546,153,82,0.5
1038948823,254.25,3.527,154,83,0.5
1038948824,257.76,3.508,154,83,0.5
1038948825,261.27,3.508,155,83,0.5
1038948826,264.78,3.518,155,83,0.5
1038948827,268.32,3.527,155,83,0.5
1038948828,271.86,3.546,155,83,0.5
1038948829,275.41,3.555,155,83,0.5
1038948830,278.98,3.555,156,82,0.5
1038948831,282.35,3.387,156,82,0.5
1038948832,285.61,3.247,156,82,0.5
1038948833,288.82,3.219,157,83,0.5
1038948834,292.09,3.266,157,83,0.5
1038948835,295.37,3.284,158,83,0.5
1038948836,298.61,3.238,158,83,0.5
1038948837,301.83,3.21,158,83,0.5
1038948838,305.11,3.284,158,83,0.5
1038948839,308.39,3.284,159,83,0.5
1038948840,311.79,3.406,159,83,0.5
1038948841,315.26,3.462,159,83,0.5
1038948842,318.75,3.49,159,83,0.5
1038948843,322.26,3.518,158,83,0.5
1038948844,325.82,3.546,158,83,0.5
1038948845,329.35,3.546,158,83,0.5
1038948846,332.93,3.574,158,83,0.5
1038948847,336.45,3.527,158,83,0.5
1038948848,339.87,3.415,158,83,0.5
1038948849,343.18,3.312,160,83,0.5
1038948850,346.59,3.406,160,83,0.5
1038948851,350.04,3.452,159,83,0.5
1038948852,353.42,3.368,159,83,0.5
1038948853,356.63,3.219,159,83,0.5
1038948854,359.75,3.116,159,83,0.5
1038948855,362.95,3.21,159,83,0.5
1038948856,366.24,3.284,159,83,0.5
1038948857,369.6,3.359,159,83,0.5
1038948858,373.02,3.415,159,84,0.5
1038948859,376.47,3.452,160,84,0.5
1038948860,379.94,3.48,160,84,0.5
1038948861,383.38,3.434,160,84,0.5
1038948862,386.78,3.406,160,84,0.5
1038948863,390.19,3.406,160,83,0.5
1038948864,393.62,3.424,159,83,0.5
1038948865,397.04,3.424,159,83,0.5
1038948866,400.52,3.462,159,83,0.5
1038948867,403.99,3.48,160,83,0.5
1038948868,407.5,3.499,160,83,0.5
1038948869,410.96,3.462,160,83,0.5
1038948870,414.4,3.462,161,83,0.5
1038948871,417.84,3.434,161,83,0.5
1038948872,421.18,3.34,161,83,0.5
1038948873,424.57,3.368,161,83,0.5
1038948874,427.95,3.406,161,83,0.5
1038948875,431.39,3.434,161,83,0.5
1038948876,434.8,3.406,161,83,0.5
1038948877,438.19,3.396,161,83,0.5
1038948878,441.62,3.424,161,83,0.5
1038948879,445.08,3.471,161,83,0.5
1038948880,448.6,3.508,160,83,0.5
1038948881,452.07,3.471,162,84,0.5
1038948882,455.5,3.443,162,84,0.5
1038948883,458.95,3.443,162,84,0.5
1038948884,462.41,3.452,162,84,0.5
1038948885,465.86,3.443,163,84,0.5
1038948886,469.16,3.322,163,84,0.5
1038948887,472.43,3.266,163,85,0.5
1038948888,475.69,3.247,163,85,0.5
1038948889,479.01,3.331,163,85,0.5
1038948890,479.01,0,164,85,0.5
1038948891,479.01,0,164,0,0
1038948892,479.01,0,164,0,0
1038948893,479.01,0,164,0,0
1038948894,479.01,0,164,0,0
1038948895,479.01,0,164,0,0
1038948896,479.01,0,164,0,0
1038948897,479.01,0,164,0,0
1038948898,479.01,0,164,0,0
1038948899,479.01,0,164,0,0
1038948900,479.01,0,164,0,0
1038948901,479.01,0,164,0,0
1038948902,479.01,0,163,0,0
1038948903,479.01,0,163,0,0
1038948904,479.01,0,163,0,0
1038948905,479.01,0,162,0,0
1038948906,479.01,0,162,0,0
1038948907,479.01,0,162,0,0
1038948908,479.01,0,161,0,0
1038948909,479.01,0,160,0,0
1038948910,479.01,0,160,0,0
1038948911,479.01,0,159,0,0
1038948912,479.01,0,158,0,0
1038948913,479.01,0,158,0,0
1038948914,479.01,0,157,0,0
1038948915,479.01,0,157,0,0
1038948916,479.01,0,157,0,0
1038948917,479.01,0,156,0,0
1038948918,479.01,0,156,0,0
1038948919,479.01,0,156,0,0
1038948920,479.01,0,155,0,0
1038948921,479.01,0,154,0,0
1038948922,479.01,0,154,0,0
1038948923,479.01,0,153,0,0
1038948924,479.01,0,153,0,0
1038948925,479.01,0,153,0,0
1038948926,479.01,0,153,0,0
1038948927,479.01,0,153,0,0
1038948928,479.01,0,153,0,0
1038948929,479.01,0,153,0,0
1038948930,479.01,0,153,0,0
1038948931,479.01,0,153,0,0
1038948932,479.01,0,153,0,0
1038948933,479.01,0,153,0,0
1038948934,479.01,0,153,0,0
1038948935,479.01,0,153,0,0
1038948936,479.01,0,153,0,0
1038948937,479.01,0,152,0,0
1038948938,479.01,0,152,0,0
1038948939,479.01,0,151,0,0
1038948940,479.01,0,151,0,0
1038948941,479.01,0,151,0,0
1038948942,479.01,0,151,0,0
1038948943,479.01,0,150,0,0
1038948944,479.01,0,149,0,0
1038948945,479.01,0,148,0,0
1038948946,479.01,0,147,0,0
1038948947,479.01,0,146,0,0
1038948948,479.01,0,145,0,0
1038948949,479.01,0,144,0,0
1038948950,479.01,0,144,0,0
1038948951,479.01,0,143,0,0
1038948952,479.01,0,142,0,0
1038948953,479.01,0,143,0,0
1038948954,479.01,0,146,0,0
1038948955,479.01,0,148,0,0
1038948956,479.01,0,151,0,0
1038948957,479.01,0,151,0,0
1038948958,479.01,0,152,0,0
1038948959,479.01,0,149,0,0
1038948960,479.01,0,148,0,0
1038948961,479.01,0,148,0,0
1038948962,479.01,0,146,0,0
1038948963,479.01,0,146,0,0
1038948964,479.01,0,148,0,0
1038948965,479.01,0,146,0,0
1038948966,479.01,0,146,0,0
1038948967,479.01,0,148,0,0
1038948968,479.01,0,145,0,0
1038948969,479.01,0,144,0,0
1038948970,479.01,0,145,0,0
1038948971,479.01,0,144,0,0
1038948972,479.01,0,141,0,0
1038948973,479.01,0,138,0,0
1038948974,479.01,0,138,0,0
1038948975,479.01,0,136,0,0
1038948976,479.01,0,134,0,0
1038948977,479.01,0,134,0,0
1038948978,479.01,0,133,0,0
1038948979,479.01,0,132,0,0
1038948980,479.01,0,131,0,0
1038948981,479.01,0,131,0,0
1038948982,479.01,0,130,0,0
1038948983,479.01,0,129,0,0
1038948984,479.01,0,129,0,0
1038948985,479.01,0,128,0,0
1038948986,479.01,0,128,0,0
1038948987,479.01,0,128,0,0
1038948988,479.01,0,128,0,0
1038948989,479.01,0,128,0,0
1038948990,479.01,0,128,0,0
1038948991,479.01,0,130,0,0
1038948992,479.01,0,128,0,0
1038948993,479.01,0,128,0,0
1038948994,479.01,0,127,0,0
1038948995,479.01,0,128,0,0
1038948996,479.01,0,129,0,0
1038948997,479.01,0,130,0,0
1038948998,479.01,0,131,0,0
1038948999,479.01,0,132,0,0
1038949000,479.01,0,133,0,0
1038949001,479.01,0,134,0,0
1038949002,479.01,0,134,0,0
1038949003,479.01,0,134,0,0
1038949004,479.01,0,133,0,0
1038949005,479.01,0,133,0,0
1038949006,479.01,0,132,0,0
1038949007,479.01,0,132,0,0
1038949008,479.01,0,131,0,0
1038949009,479.01,0,131,0,0
1038949010,479.01,0,130,0,0
1038949011,479.01,0,130,0,0
1038949012,479.01,0,129,0,0
1038949013,479.01,0,128,0,0
1038949014,479.01,0,127,0,0
1038949015,479.01,0,126,0,0
1038949016,479.01,0,126,0,0
1038949017,479.01,0,125,0,0
1038949018,479.01,0,125,0,0
1038949019,479.01,0,125,0,0
1038949020,479.01,0,126,0,0
1038949021,479.01,0,126,0,0
1038949022,479.01,0,126,0,0
1038949023,479.01,0,126,0,0
1038949024,479.01,0,125,0,0
1038949025,479.01,0,125,0,0
1038949026,479.01,0,124,0,0
1038949027,479.01,0,124,0,0
1038949028,479.01,0,124,0,0
1038949029,479.01,0,124,0,0
1038949030,479.01,0,125,0,0
1038949031,479.01,0,126,0,0
1038949032,479.01,0,126,0,0
1038949033,479.01,0,127,0,0
1038949034,479.01,0,127,0,0
1038949035,479.01,0,126,0,0
1038949036,479.01,0,126,0,0
1038949037,479.01,0,126,0,0
1038949038,479.01,0,126,0,0
1038949039,479.01,0,126,0,0
1038949040,479.01,0,126,0,0
1038949041,479.01,0,125,0,0
1038949042,479.01,0,125,0,0
1038949043,479.01,0,125,0,0
1038949044,479.01,0,125,0,0
1038949045,479.01,0,125,0,0
1038949046,479.01,0,126,0,0
1038949047,479.01,0,126,0,0
1038949048,479.01,0,126,0,0
1038949049,479.01,0,125,0,0
1038949050,479.01,0,125,0,0
1038949051,479.01,0,125,0,0
1038949052,479.01,0,125,0,0
1038949053,479.01,0,124,0,0
1038949054,479.01,0,124,0,0
1038949055,479.01,0,124,0,0
1038949056,479.01,0,123,0,0
1038949057,479.01,0,123,0,0
1038949058,479.01,0,123,0,0
1038949059,479.01,0,123,0,0
1038949060,479.01,0,124,0,0
1038949061,479.01,0,124,0,0
1038949062,479.01,0,124,0,0
1038949063,479.01,0,124,0,0
1038949064,479.01,0,123,0,0
1038949065,479.01,0,123,0,0
1038949066,479.01,0,123,0,0
1038949067,479.01,0,122,0,0
1038949068,479.01,0,122,0,0
1038949069,479.01,0,122,0,0
1038949070,479.01,0,122,0,0
1038949071,479.01,0,121,0,0
1038949072,479.01,0,121,0,0
1038949073,479.01,0,121,0,0
1038949074,479.01,0,120,0,0
1038949075,479.01,0,120,0,0
1038949076,479.01,0,119,0,0
1038949077,479.01,0,119,0,0
1038949078,479.01,0,119,0,0
1038949079,479.01,0,119,0,0
1038949080,479.01,0,119,0,0
1038949081,479.01,0,119,0,0
1038949082,479.01,0,119,0,0
1038949083,479.01,0,118,86,0
1038949084,479.01,0,119,87,0
1038949085,480.21,1.194,119,87,0.5
1038949086,482.26,2.062,120,87,0
1038949087,484.32,2.062,120,87,0
1038949088,486.96,2.641,123,85,0.5
1038949089,490.17,3.191,128,85,0.5
1038949090,493.51,3.34,129,84,0.5
1038949091,496.95,3.452,131,84,0.5
1038949092,500.34,3.378,131,84,0.5
1038949093,503.67,3.35,134,83,0.5
1038949094,507.11,3.424,137,83,0.5
1038949095,510.56,3.462,139,83,0.5
1038949096,514.06,3.49,141,83,0.5
1038949097,517.56,3.508,144,83,0.5
1038949098,521.08,3.518,145,83,0.5
1038949099,524.61,3.536,146,83,0.5
1038949100,528.17,3.546,147,83,0.5
1038949101,531.71,3.555,149,83,0.5
1038949102,535.27,3.555,150,83,0.5
1038949103,538.82,3.536,150,83,0.5
1038949104,542.34,3.527,152,83,0.5
1038949105,545.88,3.536,152,83,0.5
1038949106,549.43,3.546,150,83,0.5
1038949107,552.97,3.546,148,83,0.5
1038949108,556.47,3.499,147,83,0.5
1038949109,559.92,3.443,146,83,0.5
1038949110,563.37,3.462,143,84,0.5
1038949111,566.85,3.48,142,84,0.5
1038949112,570.34,3.499,142,84,0.5
1038949113,573.85,3.508,142,84,0.5
1038949114,577.36,3.508,142,84,0.5
1038949115,580.82,3.452,142,84,0.5
1038949116,584.26,3.434,142,84,0.5
1038949117,587.68,3.434,143,84,0.5
1038949118,591.16,3.471,143,84,0.5
1038949119,594.64,3.49,143,84,0.5
1038949120,598.13,3.49,143,84,0.5
1038949121,601.66,3.508,143,84,0.5
1038949122,605.15,3.518,144,83,0.5
1038949123,608.68,3.527,144,83,0.5
1038949124,612.23,3.536,144,83,0.5
1038949125,615.78,3.536,145,83,0.5
1038949126,619.32,3.546,145,83,0.5
1038949127,622.85,3.546,146,82,0.5
1038949128,626.39,3.546,146,82,0.5
1038949129,629.95,3.555,146,82,0.5
1038949130,633.51,3.555,147,82,0.5
1038949131,637.02,3.518,147,82,0.5
1038949132,640.51,3.49,148,83,0.5
1038949133,644,3.49,148,83,0.5
1038949134,647.5,3.499,149,83,0.5
1038949135,651.03,3.518,149,83,0.5
1038949136,654.55,3.527,149,83,0.5
1038949137,658.09,3.536,149,83,0.5
1038949138,661.61,3.536,150,83,0.5
1038949139,665.17,3.546,150,83,0.5
1038949140,668.71,3.546,150,83,0.5
1038949141,672.26,3.536,150,83,0.5
1038949142,675.74,3.499,150,83,0.5
1038949143,679.2,3.452,151,83,0.5
1038949144,682.66,3.462,151,83,0.5
1038949145,686.14,3.48,152,84,0.5
1038949146,689.64,3.499,152,84,0.5
1038949147,693.13,3.48,153,83,0.5
1038949148,696.59,3.462,153,82,0.5
1038949149,700.04,3.462,154,82,0.5
1038949150,703.51,3.471,154,83,0.5
1038949151,707.02,3.499,155,83,0.5
1038949152,710.51,3.499,155,83,0.5
1038949153,714.02,3.499,156,83,0.5
1038949154,717.51,3.499,156,83,0.5
1038949155,721,3.499,157,82,0.5
1038949156,724.51,3.499,157,82,0.5
1038949157,727.99,3.471,157,82,0.5
1038949158,731.43,3.443,157,83,0.5
1038949159,734.86,3.443,158,83,0.5
1038949160,738.3,3.443,158,83,0.5
1038949161,741.77,3.462,158,83,0.5
1038949162,745.25,3.48,158,83,0.5
1038949163,748.75,3.508,159,83,0.5
1038949164,752.27,3.518,159,83,0.5
1038949165,755.82,3.527,159,83,0.5
1038949166,759.24,3.424,159,83,0.5
1038949167,762.49,3.266,159,83,0.5
1038949168,765.56,3.07,159,83,0.5
1038949169,768.46,2.902,159,83,0.5
1038949170,771.24,2.771,159,83,0.5
1038949171,774,2.771,159,83,0.5
1038949172,776.97,2.958,159,84,0.5
1038949173,779.97,3.004,159,84,0.5
1038949174,783.01,3.032,159,84,0.5
1038949175,786.03,3.032,159,84,0.5
1038949176,789.22,3.191,160,84,0.5
1038949177,792.59,3.35,159,83,0.5
1038949178,796.02,3.452,159,82,0.5
1038949179,799.48,3.452,159,82,0.5
1038949180,802.99,3.508,159,83,0.5
1038949181,806.51,3.527,159,84,0.5
1038949182,810.06,3.546,159,84,0.5
1038949183,813.61,3.555,159,84,0.5
1038949184,817.1,3.49,159,84,0.5
1038949185,820.46,3.35,159,84,0.5
1038949186,823.69,3.228,159,84,0.5
1038949187,826.96,3.275,159,84,0.5
1038949188,830.23,3.275,159,83,0.5
1038949189,833.63,3.396,160,83,0.5
1038949190,837.06,3.434,160,83,0.5
1038949191,840.48,3.415,160,83,0.5
1038949192,843.89,3.396,160,83,0.5
1038949193,847.24,3.368,160,83,0.5
1038949194,850.64,3.396,160,83,0.5
1038949195,854.06,3.424,160,83,0.5
1038949196,857.51,3.434,160,83,0.5
1038949197,860.96,3.452,160,83,0.5
1038949198,864.41,3.452,160,83,0.5
1038949199,867.88,3.471,161,83,0.5
1038949200,871.36,3.49,161,83,0.5
1038949201,875.02,3.508,161,83,0.5
1038949202,878.37,3.499,161,83,0.5
1038949203,881.86,3.49,161,83,0.5
1038949204,885.38,3.508,161,83,0.5
1038949205,888.88,3.518,161,83,0.5
1038949206,892.3,3.406,161,83,0.5
1038949207,895.33,3.042,162,83,0.5
1038949208,898.14,2.809,162,83,0.5
1038949209,901.03,2.883,163,83,0.5
1038949210,904.08,3.051,162,83,0.5
1038949211,907.26,3.182,163,83,0.5
1038949212,910.44,3.182,163,83,0.5
1038949213,913.8,3.35,163,83,0.5
1038949214,917.18,3.396,164,83,0.5
1038949215,920.57,3.378,164,86,0.5
1038949216,923.95,3.378,165,86,0.5
1038949217,927.39,3.434,165,86,0.5
1038949218,930.84,3.452,165,86,0.5
1038949219,934.28,3.452,166,86,0.5
1038949220,937.59,3.303,166,80,0.5
1038949221,937.59,0,166,80,0.5
1038949222,937.59,0,166,0,0
1038949223,937.59,0,166,0,0
1038949224,937.59,0,165,0,0
1038949225,937.59,0,164,0,0
1038949226,937.59,0,163,0,0
1038949227,937.59,0,163,0,0
1038949228,937.59,0,163,0,0
1038949229,937.59,0,163,0,0
1038949230,937.59,0,163,0,0
1038949231,937.59,0,164,0,0
1038949232,937.59,0,164,0,0
1038949233,937.59,0,165,0,0
1038949234,937.59,0,165,0,0
1038949235,937.59,0,165,0,0
1038949236,937.59,0,165,0,0
1038949237,937.59,0,165,0,0
1038949238,937.59,0,165,0,0
1038949239,937.59,0,165,0,0
1038949240,937.59,0,164,0,0
1038949241,937.59,0,163,0,0
1038949242,937.59,0,163,0,0
1038949243,937.59,0,162,0,0
1038949244,937.59,0,162,0,0
1038949245,937.59,0,161,0,0
1038949246,937.59,0,161,0,0
1038949247,937.59,0,161,0,0
1038949248,937.59,0,160,0,0
1038949249,937.59,0,159,0,0
1038949250,937.59,0,159,0,0
1038949251,937.59,0,158,0,0
1038949252,937.59,0,158,0,0
1038949253,937.59,0,157,0,0
1038949254,937.59,0,157,0,0
1038949255,937.59,0,157,0,0
1038949256,937.59,0,156,0,0
1038949257,937.59,0,156,0,0
1038949258,937.59,0,155,0,0
1038949259,937.59,0,154,0,0
1038949260,937.59,0,153,0,0
1038949261,937.59,0,153,0,0
1038949262,937.59,0,152,0,0
1038949263,937.59,0,151,0,0
1038949264,937.59,0,150,0,0
1038949265,937.59,0,149,0,0
1038949266,937.59,0,148,0,0
1038949267,937.59,0,147,0,0
1038949268,937.59,0,146,0,0
1038949269,937.59,0,145,0,0
1038949270,937.59,0,144,0,0
1038949271,937.59,0,143,0,0
1038949272,937.59,0,142,0,0
1038949273,937.59,0,142,0,0
1038949274,937.59,0,141,0,0
1038949275,937.59,0,140,0,0
1038949276,937.59,0,139,0,0
1038949277,937.59,0,138,0,0
1038949278,937.59,0,138,0,0
1038949279,937.59,0,137,0,0
1038949280,937.59,0,136,0,0
1038949281,937.59,0,135,0,0
1038949282,937.59,0,135,0,0
1038949283,937.59,0,134,0,0
1038949284,937.59,0,133,0,0
1038949285,937.59,0,132,0,0
1038949286,937.59,0,132,0,0
1038949287,937.59,0,131,0,0
1038949288,937.59,0,131,0,0
1038949289,937.59,0,130,0,0
1038949290,937.59,0,130,0,0
1038949291,937.59,0,130,0,0
1038949292,937.59,0,129,0,0
1038949293,937.59,0,129,0,0
1038949294,937.59,0,128,0,0
1038949295,937.59,0,128,0,0
1038949296,937.59,0,128,0,0
1038949297,937.59,0,128,0,0
1038949298,937.59,0,128,0,0
1038949299,937.59,0,127,0,0
1038949300,937.59,0,127,0,0
1038949301,937.59,0,127,0,0
1038949302,937.59,0,126,0,0
1038949303,937.59,0,126,0,0
1038949304,937.59,0,126,0,0
1038949305,937.59,0,126,0,0
1038949306,937.59,0,126,0,0
1038949307,937.59,0,127,0,0
1038949308,937.59,0,128,0,0
1038949309,937.59,0,128,0,0
1038949310,937.59,0,127,0,0
1038949311,937.59,0,128,0,0
1038949312,937.59,0,129,0,0
1038949313,937.59,0,129,0,0
1038949314,937.59,0,128,0,0
1038949315,937.59,0,127,0,0
1038949316,937.59,0,125,0,0
1038949317,937.59,0,124,0,0
1038949318,937.59,0,124,0,0
1038949319,937.59,0,124,0,0
1038949320,937.59,0,123,0,0
1038949321,937.59,0,123,0,0
1038949322,937.59,0,123,0,0
1038949323,937.59,0,124,0,0
1038949324,937.59,0,123,0,0
1038949325,937.59,0,124,0,0
1038949326,937.59,0,124,0,0
1038949327,937.59,0,123,0,0
1038949328,937.59,0,123,0,0
1038949329,937.59,0,123,0,0
1038949330,937.59,0,122,0,0
1038949331,937.59,0,122,0,0
1038949332,937.59,0,122,0,0
1038949333,937.59,0,122,0,0
1038949334,937.59,0,122,0,0
1038949335,937.59,0,122,0,0
1038949336,937.59,0,122,0,0
1038949337,937.59,0,122,0,0
1038949338,937.59,0,123,0,0
1038949339,937.59,0,123,0,0
1038949340,937.59,0,123,0,0
1038949341,937.59,0,123,0,0
1038949342,937.59,0,123,0,0
1038949343,937.59,0,122,0,0
1038949344,937.59,0,122,0,0
1038949345,937.59,0,121,0,0
1038949346,937.59,0,121,0,0
1038949347,937.59,0,121,0,0
1038949348,937.59,0,121,0,0
1038949349,937.59,0,121,0,0
1038949350,937.59,0,121,0,0
1038949351,937.59,0,122,0,0
1038949352,937.59,0,122,0,0
1038949353,937.59,0,123,0,0
1038949354,937.59,0,123,0,0
1038949355,937.59,0,123,0,0
1038949356,937.59,0,124,0,0
1038949357,937.59,0,124,0,0
1038949358,937.59,0,124,0,0
1038949359,937.59,0,125,0,0
1038949360,937.59,0,125,0,0
1038949361,937.59,0,124,0,0
1038949362,937.59,0,124,0,0
1038949363,937.59,0,124,0,0
1038949364,937.59,0,124,0,0
1038949365,937.59,0,124,0,0
1038949366,937.59,0,124,0,0
1038949367,937.59,0,124,0,0
1038949368,937.59,0,124,0,0
1038949369,937.59,0,124,0,0
1038949370,937.59,0,124,0,0
1038949371,937.59,0,124,0,0
1038949372,937.59,0,124,0,0
1038949373,937.59,0,124,0,0
1038949374,937.59,0,124,0,0
1038949375,937.59,0,125,0,0
1038949376,937.59,0,125,0,0
1038949377,937.59,0,124,0,0
1038949378,937.59,0,124,0,0
1038949379,937.59,0,123,0,0
1038949380,937.59,0,123,0,0
1038949381,937.59,0,122,0,0
1038949382,937.59,0,121,0,0
1038949383,937.59,0,121,0,0
1038949384,937.59,0,121,0,0
1038949385,937.59,0,121,0,0
1038949386,937.59,0,121,0,0
1038949387,937.59,0,121,0,0
1038949388,937.59,0,120,0,0
1038949389,937.59,0,120,0,0
1038949390,937.59,0,120,0,0
1038949391,937.59,0,120,0,0
1038949392,937.59,0,120,93,0
1038949393,937.59,0,121,93,0
1038949394,938.46,0.868,122,89,0.5
1038949395,939.33,0.868,123,88,0
1038949396,940.76,1.428,123,88,0
1038949397,942.8,2.043,124,87,0
1038949398,945.6,2.799,124,86,0
1038949399,948.96,3.359,124,86,0
1038949400,952.64,3.676,124,86,0
1038949401,956.33,3.695,124,85,0.5
1038949402,960.02,3.695,126,84,0.5
1038949403,963.73,3.695,127,84,0.5
1038949404,967.41,3.676,127,84,0.5
1038949405,971.07,3.667,128,84,0.5
1038949406,974.73,3.667,128,84,0.5
1038949407,978.4,3.658,128,84,0.5
1038949408,982.02,3.62,131,84,0.5
1038949409,985.59,3.564,132,84,0.5
1038949410,989.11,3.527,134,84,0.5
1038949411,992.63,3.527,135,84,0.5
1038949412,996.17,3.546,136,84,0.5
